"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"  As a developer
  I want to be sure
  That the Rest API is working as expected","18","Verify amount of returned items is expected","","Sun Jun 07 06:09:38 UTC 2026","passed","Sun Jun 07 06:09:38 UTC 2026","","Rest API functionality Scenarios","Verify amount of returned items is expected",""
"  As a developer
  I want to be sure
  That the Rest API is working as expected","583","Verify status code returned is expected","","Sun Jun 07 06:09:38 UTC 2026","passed","Sun Jun 07 06:09:38 UTC 2026","","Rest API functionality Scenarios","Verify status code returned is expected",""
"  As a developer
  I want to be sure
  That the Rest API is working as expected","24","Verify status code returned is expected","","Sun Jun 07 06:09:38 UTC 2026","passed","Sun Jun 07 06:09:38 UTC 2026","","Rest API functionality Scenarios","Verify status code returned is expected",""
