"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"  As a developer
  I want to be sure
  That the Rest API is working as expected","21","Verify amount of returned items is expected","","Tue Mar 24 03:57:15 UTC 2026","passed","Tue Mar 24 03:57:15 UTC 2026","","Rest API functionality Scenarios","Verify amount of returned items is expected",""
"  As a developer
  I want to be sure
  That the Rest API is working as expected","28","Verify status code returned is expected","","Tue Mar 24 03:57:15 UTC 2026","passed","Tue Mar 24 03:57:15 UTC 2026","","Rest API functionality Scenarios","Verify status code returned is expected",""
"  As a developer
  I want to be sure
  That the Rest API is working as expected","520","Verify status code returned is expected","","Tue Mar 24 03:57:14 UTC 2026","passed","Tue Mar 24 03:57:15 UTC 2026","","Rest API functionality Scenarios","Verify status code returned is expected",""
