"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Oct 08 02:16:20 GMT 2023","Sun Oct 08 02:16:20 GMT 2023","30","","Rest API functionality Scenarios","","Verify amount of returned items is expected","","Verify amount of returned items is expected","  As a developer
  I want to be sure
  That the Rest API is working as expected"
"passed","Sun Oct 08 02:16:19 GMT 2023","Sun Oct 08 02:16:20 GMT 2023","681","","Rest API functionality Scenarios","","Verify status code returned is expected","","Verify status code returned is expected","  As a developer
  I want to be sure
  That the Rest API is working as expected"
"passed","Sun Oct 08 02:16:20 GMT 2023","Sun Oct 08 02:16:20 GMT 2023","37","","Rest API functionality Scenarios","","Verify status code returned is expected","","Verify status code returned is expected","  As a developer
  I want to be sure
  That the Rest API is working as expected"
