"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Nov 11 02:45:16 GMT 2023","Sat Nov 11 02:45:16 GMT 2023","574","","Rest API functionality Scenarios","","Verify status code returned is expected","","Verify status code returned is expected","  As a developer
  I want to be sure
  That the Rest API is working as expected"
"passed","Sat Nov 11 02:45:17 GMT 2023","Sat Nov 11 02:45:17 GMT 2023","47","","Rest API functionality Scenarios","","Verify status code returned is expected","","Verify status code returned is expected","  As a developer
  I want to be sure
  That the Rest API is working as expected"
"passed","Sat Nov 11 02:45:17 GMT 2023","Sat Nov 11 02:45:17 GMT 2023","36","","Rest API functionality Scenarios","","Verify amount of returned items is expected","","Verify amount of returned items is expected","  As a developer
  I want to be sure
  That the Rest API is working as expected"
